Agent,Concentration,Dye1_N,Dye2_N,Dye3_N,Dye4_N,Dye5_N,Dye6_N,Dye7_N,Dye8_N,Dye9_N,Dye10_N,Dye11_N,Dye12_N,Dye13_N,Dye14_N,Dye15_N,Dye16_N,Dye17_N,Dye18_N,Dye19_N,Dye20_N,Dye21_N,Dye22_N,Dye23_N,Dye24_N,Dye25_N,Dye26_N,Dye27_N,Dye28_N,Dye29_N,Dye1_U,Dye2_U,Dye3_U,Dye4_U,Dye5_U,Dye6_U,Dye7_U,Dye8_U,Dye9_U,Dye10_U,Dye11_U,Dye12_U,Dye13_U,Dye14_U,Dye15_U,Dye16_U,Dye17_U,Dye18_U,Dye19_U,Dye20_U,Dye21_U,Dye22_U,Dye23_U,Dye24_U,Dye25_U,Dye26_U,Dye27_U,Dye28_U,Dye29_U,Series
A-232,500,8.053227321,7.423202396,3.395212312,1.87355142,4.22479163,2.375758419,13.98004091,2.615306401,0.240234766,2.543397683,3.066325142,5.329301605,11.31357641,21.0367071,0.51313882,10.37116894,30.17387407,1.448561704,5.348209297,10.83013562,0.433499851,1.810541323,0.501480775,0.513673095,1.093970229,1.163425425,1.557699568,0.513506488,0.939488892,1.211556909,1.090932497,0.630233054,0.0,1.310294095,0.0,56.03757217,0.0,0.0,1.374637754,2.635723856,1.795448027,1.153408301,1.150441521,0.854524291,1.149360306,9.056976742,0.957826726,5.167626719,10.61184999,0.424295427,3.438394387,1.381203073,1.070709192,0.526398947,0.0,0.669555222,2.212213989,0.0,d3
A-234,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080326545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d3
A-234,10,0.99187059,5.54598681,7.521150433,2.489856368,2.483294996,2.047761329,0.257378624,1.227559,0.982463344,0.78392879,0.57971363,0.777823426,3.26334646,3.676959592,0.877236776,4.355812967,5.998563303,1.306822612,6.897192853,2.338410071,0.427360345,2.898375631,0.0,0.253750549,0.253750549,0.2634252,1.712489711,0.516016457,1.007197293,0.383865702,0.794853152,0.0,0.0,0.224301277,0.0,2.314735254,0.0,0.208999547,1.266860173,0.159139216,2.078387111,0.159060028,0.481397941,1.258118184,0.848024628,2.18776585,0.734421382,1.186637418,2.303816489,0.389167793,1.754773208,0.639523457,1.360552921,0.0,0.0,1.407111176,0.156864215,0.0,d3
A-234,50,5.1653886,8.160026726,4.595045988,0.5366454,3.227411633,2.578830877,1.154795087,2.265336959,0.687903733,1.99384247,1.685710834,1.920734386,9.642661167,11.460391,0.982108322,10.74716069,33.45344424,2.708351411,6.881138879,8.445664103,0.28931242,3.157722911,0.0,0.253750549,0.253750549,1.064615555,1.723380054,1.125144825,0.292530253,0.424811998,0.201755133,0.630233054,0.0,1.337598065,0.0,2.047163049,0.0,0.208999547,0.549998243,0.326527029,3.271999016,0.520174213,0.481397941,1.328173006,0.848024628,11.82191205,1.860385576,3.472687016,7.063525725,0.389167793,1.754773208,0.647865563,1.312701723,0.0,0.0,0.323701982,1.477595669,0.0,d3
A-234,100,6.028310106,7.127529004,5.403577408,3.262820228,7.420996198,0.530756026,0.257378624,1.711803645,1.184206619,1.15032465,1.036685228,3.69795282,13.81350908,14.66019193,1.661196245,13.84363155,42.19932413,4.50591864,6.828128227,12.91936752,0.385860318,3.341520413,0.0,0.757616531,0.764931028,0.814069782,1.712489711,1.157568894,0.427712347,0.048348015,0.262145359,0.630233054,0.0,3.640343123,0.0,2.402954662,0.0,0.0,0.549998243,0.0,2.062603379,0.897805844,0.798177975,1.258118184,0.848024628,14.15120805,2.422669069,8.943045754,11.92905458,0.424295427,1.834106736,0.396493014,0.317202642,0.93232809,0.0,2.670151321,2.745984141,0.0,d3
A-234,500,9.982150694,7.583674575,6.011557496,3.530296557,36.02320251,2.70160392,0.0,2.840686847,1.184206619,3.35097512,1.313340904,10.97564933,19.87236304,31.29604992,1.425416003,75.9887782,43.15562286,3.140146846,6.0088343,19.57010867,0.298485863,2.898375631,1.338916731,1.481257808,1.094981383,0.34361109,7.683844279,0.772140242,1.15731633,1.333751013,0.927757366,0.630233054,0.0,53.79105577,0.0,9.315969347,0.0,0.0,0.721619439,1.374024345,3.556146203,1.047663431,1.066641408,1.008140677,0.159060028,15.62448967,2.810044898,15.15215213,19.17200673,1.312137885,5.346457073,1.064438172,2.190035169,0.93232809,0.0,0.936194716,3.452568602,0.0,d3
A-242,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d3
A-242,10,1.465122954,5.267886866,5.497309977,2.47915376,2.841201191,2.0830617,2.260874315,0.873731247,0.420258202,0.863525034,0.427551945,2.736694165,4.24695848,3.320621466,0.539404534,4.737261028,4.335813314,1.007327709,6.571053049,3.30107279,0.813816724,3.620945397,0.254975593,0.776177668,0.511186391,0.818206041,2.196091452,1.311009446,0.85509442,0.917157453,1.258375594,0.393615508,0.0,0.581692539,0.0,21.61704357,0.0,0.0,0.824512162,0.0,1.788009108,0.0,1.072917805,1.328141142,0.858551749,2.343632688,0.716855078,1.677159752,2.977867028,0.389167793,1.381203073,0.858394175,2.124750154,0.0,0.0,1.221526907,2.410313426,0.0,d3
A-242,50,4.722617293,8.50438517,4.641558632,0.802926003,2.072597242,2.22615819,16.63097356,2.00557413,0.238823763,0.309579354,3.603168949,3.72784323,10.37546779,18.59104398,0.80880237,12.42074975,23.12694604,0.302590769,6.585388698,9.284042204,0.599244629,3.478571717,0.254975593,0.523872748,0.254975593,0.803734815,0.642021151,1.226664574,0.519153242,0.050467582,0.656059864,2.083671624,0.0,1.311258739,0.0,60.53334419,0.0,0.0,0.631478578,0.159139216,2.842122314,0.858605003,1.072917805,1.527860046,0.848018066,9.057825904,2.782483649,4.183712802,9.240135646,0.424295427,1.381203073,0.848011546,3.745976883,0.0,0.0,0.160037787,0.753437556,0.0,d3
A-242,100,5.896975631,7.987642967,5.717479802,2.47915376,7.045991774,0.657853119,25.39138354,1.439898342,0.462204296,0.863525034,7.253973072,6.403512174,14.52798056,31.57570956,1.054723485,15.44992869,42.42732119,0.302590769,6.573075242,13.73188184,0.728269478,3.895728487,0.0,3.174194726,0.511186391,0.479237621,1.171104024,1.143011915,0.839998754,0.50992245,1.492976629,0.549476881,0.0,2.439428783,0.0,77.4080402,0.0,0.0,1.269711941,0.159139216,2.068744725,0.858605003,1.005044647,1.114091739,0.897571748,15.28602865,1.09549372,12.10703649,13.34599953,0.424295427,1.824498178,0.858394175,9.171367427,1.532187026,0.0,2.982331939,1.860071652,0.0,d3
A-242,500,8.029133406,8.708894004,8.607222478,3.619430902,39.60957629,3.200502341,29.57936103,2.579990643,0.511881092,1.301457716,36.27029775,42.36837065,20.24388183,43.00451241,0.794045009,63.61518689,42.82286518,2.103941711,6.029144793,18.79520346,2.408052037,3.620945397,2.20633515,19.73315806,1.095998278,0.792600235,4.601758,0.516016457,1.126236918,0.801064528,2.402383059,2.4145727,0.0,55.1677616,0.0,92.42189243,0.0,0.0,1.027893074,1.547020022,18.76384831,0.858605003,1.124355934,0.894830975,0.15867986,15.28602865,2.530869497,26.00463413,19.20967968,2.946129724,2.753488279,1.677483068,13.05406967,1.532187026,0.0,1.672508905,3.032375442,0.0,d3
